ID,Predicted_Sales
250,0.007850795
251,0.03276119
252,0.052312274
253,0.036803957
254,-0.00034482643
255,0.042737916
256,0.01221171
257,0.0047108256
258,-0.00024269485
259,0.024906823
260,0.027301963
261,-0.008000269
262,-0.0028498084
263,0.041178767
264,0.016475534
265,-0.003986674
266,0.02074942
267,0.015048021
268,-0.004398761
269,0.024268107
270,-0.0031963927
271,0.027502384
272,0.030122956
273,0.03445009
274,0.020654777
275,0.021675315
276,0.00957237
277,0.0054488294
278,0.005947757
279,0.008684436
280,0.00073356216
281,0.0040370957
282,-0.010999729
283,0.0068162014
284,0.012624271
285,0.025380913
286,0.015942615
287,-0.001379422
288,0.04104878
289,0.017835364
290,0.0036762345
291,0.0013710666
292,0.02148996
293,0.015027014
294,-0.0033406434
295,0.0012449162
296,0.03698113
297,0.0062783286
298,-0.0065080784
299,0.0080936365
300,0.0034259518
301,-0.008756928
302,0.0078117154
303,-0.0046026786
304,0.009922949
305,0.013740941
306,0.017710866
307,0.020537289
308,0.007631093
309,0.00026481992
310,-0.008390467
311,-0.005731036
312,-0.0044749426
313,-0.007290072
314,-0.008154072
315,-0.006878029
316,-0.0067120753
317,-0.014221356
318,0.009932449
319,-0.005965166
320,-0.005970983
321,0.023525182
322,0.0030906792
323,-0.0082579395
324,-0.003403051
325,0.0065719923
326,-0.002132295
327,-0.0035218024
328,-0.0056194193
329,-0.00028446468
330,0.02164027
331,0.005927333
332,0.025914153
333,0.024116952
334,0.004127398
335,0.02762035
336,0.011115308
337,0.03266712
338,0.023601033
339,0.039614834
340,0.027400257
341,0.026459131
342,0.013653934
343,0.015395136
344,0.011112481
345,0.013849158
346,0.009130232
347,0.008118669
348,0.011664456
349,0.004891342
350,0.007143121
351,0.030545643
352,0.020665368
353,0.008625726
354,0.05027502
355,0.023000088
356,0.00884096
357,0.011958893
358,0.020638186
359,0.014193247
360,0.0020369762
361,0.009742527
362,0.02222144
363,0.009622624
364,-0.004953908
365,0.001834489
366,0.0067702536
367,-0.0066737365
368,0.014499992
369,-0.0035825637
370,0.01216509
371,0.017085236
372,0.009939792
373,0.023794591
374,0.010975383
375,0.004339744
376,0.0013376555
377,-0.0023867383
378,-0.0018934947
379,-0.003450325
380,-0.005110651
381,-0.005485489
382,-0.0030303185
383,-0.013173686
384,0.013276745
385,0.007012869
386,-0.003887795
387,0.009508473
388,0.006276889
389,-0.0049136397
390,-5.8748697e-05
391,0.008326864
392,0.0029309427
393,-0.0017268723
394,-0.0022751184
395,0.0024350907
396,0.009622624
397,-0.004953908
398,0.001834489
399,0.0067702536
400,-0.0066737365
401,0.014499992
402,-0.0035825637
403,0.01862032
404,0.017085236
405,0.009939792
406,0.021739334
407,0.010975383
408,0.004339744
409,0.0013376555
410,-0.0023867383
411,-0.0018934947
412,-0.003450325
413,-0.005110651
414,-0.005485489
415,-0.0030303185
416,-0.013173686
417,0.0096457135
418,0.007012869
419,-0.003887795
420,0.009508473
421,0.006276889
422,-0.0049136397
423,-5.8748697e-05
424,0.006245576
425,0.0029309427
426,-0.0017268723
427,-0.0022751184
428,0.0024350907
429,0.011012253
430,-0.0039700535
431,0.0038784416
432,0.00958474
433,-0.005284103
434,0.009133398
435,0.0004872994
436,0.022860318
437,0.013605014
438,0.01007438
439,0.011703694
440,0.01583113
441,-0.0016005316
442,0.004767132
443,-0.0009971064
444,0.002678649
445,-0.0005251176
446,-0.0025093444
447,0.0010364483
448,-0.0050060446
449,-0.0057815136
450,0.014412601
451,0.008743271
452,-0.0007857797
453,0.01729072
454,0.012731604
455,-0.0017870502
456,0.0013308834
457,0.0036760946
458,0.010208948
459,-0.00011425982
460,-0.00088548224
461,0.0077514006
462,0.012471432
463,-0.0021050998
464,0.0046833
465,0.009619054
466,-0.00382493
467,0.01734881
468,-0.0007337535
469,0.021266894
470,0.019934041
471,0.015006809
472,0.02591232
473,0.015883896
474,0.0070172395
475,0.006435313
476,0.00046207066
477,0.000955315
478,-0.0006015156
479,-0.002261843
480,-0.0028079904
481,-0.00018150995
482,-0.011469658
483,0.012494523
484,0.009861679
485,-0.0010389826
486,0.0040815547
487,0.009125694
488,-0.0020648316
489,0.0027900587
490,0.00909438
491,0.009796883
492,0.0011219366
493,0.00057369185
494,0.007944295
495,0.014109527
496,-0.0008727841
497,0.0034890512
498,0.008842331
499,-0.0017512062
500,0.029157637
501,0.0035845714
502,0.03525043
503,0.0355981
504,0.042466883
505,0.07580095
506,0.022360384
507,0.013130588
508,0.007864395
509,0.003581745
510,0.0073354114
511,0.0020949412
512,0.00129509
513,-0.0033580584
514,-0.007609319
515,-0.01530062
516,0.017509868
517,0.011428427
518,0.00089646655
519,0.006873038
520,0.016357316
521,0.0013102244
522,0.004428155
523,0.0084576635
524,0.015245389
525,-0.0076217055
526,0.0022117908
527,0.0072723646
528,0.013433741
529,-0.0016545401
530,0.00564561
531,0.014146396
532,-0.002862619
533,0.01309504
534,0.002908785
535,0.02156308
536,0.022923063
537,0.023386572
538,0.030805865
539,0.020223137
540,0.0018650857
541,0.0071886135
542,-0.0006023717
543,0.0043826364
544,0.0014191555
545,-0.0016972095
546,0.0017892402
547,-0.00041410918
548,-0.0037856142
549,0.011825221
550,0.010823984
551,0.0016357078
552,0.009981096
553,0.0072980123
554,-0.00045958927
555,0.0037523697
556,0.008935415
557,0.012483459
558,0.0023072283
559,0.0015360015
560,0.016998203
561,0.014020404
562,0.0005666165
563,0.0062322686
564,0.0122920275
565,-0.002275959
566,0.034208868
567,0.00081521546
568,0.013747021
569,0.01628579
570,0.012046882
571,0.017910978
572,0.017432868
573,-0.0024378907
574,0.012598801
575,0.0020110402
576,0.0016533815
577,0.00094745395
578,-0.0007128735
579,-0.003648907
580,0.0022478465
581,-0.0056201722
582,0.014043493
583,0.016731428
584,0.0005099867
585,0.001458566
586,-0.0007024663
587,-0.0005158619
588,0.0043390295
589,0.010643352
590,0.011345853
591,0.0034799217
592,0.0021226606
593,0.023458805
594,0.010266035
595,-0.004310496
596,0.0024779001
597,0.010978687
598,-0.006030323
599,0.009297388
600,-0.0029391511
601,0.017006688
602,0.017728643
603,0.013610366
604,0.027900862
605,0.012866858
606,0.008591582
607,0.0042299195
608,-0.0017433268
609,-0.0012500825
610,-0.002806912
611,-0.004467239
612,-0.0069156694
613,-0.0006649879
614,-0.011249925
615,0.010289129
616,0.007656281
617,-0.0032443802
618,0.0018761574
619,0.0007055349
620,-0.004270228
621,0.00058466353
622,0.0068889875
623,0.007591487
624,-0.0010834597
625,-0.0016317053
626,0.0057389056
627,0.0044462155
628,-0.010536105
629,-0.0018026821
630,-0.02671194
631,-0.011850157
632,-0.019096235
633,-0.005347849
634,-0.017227093
635,-0.019581728
636,-0.027888715
637,-0.012777477
638,-0.0001546413
639,-0.003593146
640,-0.0017989187
641,-0.0060815774
642,-0.0039607678
643,-0.005494008
644,-0.009075396
645,-0.003959388
646,-0.0076797255
647,-0.010050942
648,0.0011688048
649,0.0010219085
650,-0.0073518273
651,-0.0029609543
652,-0.0017378412
653,-0.008353098
654,-0.005235161
655,-0.0018895523
656,-0.0009451446
657,-0.0043269927
658,-0.007451534
659,0.0018101012
660,0.008675185
661,-0.0063071284
662,0.0024262918
663,-0.0014789224
664,-0.007621182
665,-0.0009072181
666,-0.001118877
667,-0.006527947
668,-0.0030436455
669,-0.0034807534
670,-0.0035015645
671,0.0040743337
672,-0.00066630007
673,0.0024300546
674,-0.0026595525
675,0.00026820457
676,-0.003246766
677,-0.004846416
678,0.00026958465
679,-0.0034507501
680,-0.005821962
681,0.0053977794
682,0.0052508847
683,-0.0031228526
684,0.0012680197
685,0.0005094022
686,-0.0041241217
687,-0.0010061905
688,0.0023394222
689,0.0032838285
690,-9.801901e-05
691,-0.0032225554
692,0.006039077
693,0.008700462
694,-0.0062818485
695,0.0015666457
696,-0.0014536438
697,-0.007595904
698,0.0007707966
699,-0.0010935977
700,0.00033594508
701,-0.00093097205
702,-0.0024884506
703,-0.002319022
704,0.0040996126
705,-0.00064102106
706,0.0024553335
707,-0.0033089002
708,0.00036685195
709,-0.0027442735
710,-0.004821137
711,0.0002948634
712,-0.003425471
713,-0.005796682
714,0.0054230574
715,0.0052761645
716,-0.0030975738
717,0.006887184
718,-0.00032047188
719,-0.0040988415
720,-0.0009809118
721,0.0013643001
722,0.0033091074
723,-7.274012e-05
724,-0.0031972746
725,0.006064356
726,0.022170534
727,0.0071882233
728,0.016527312
729,0.019724553
730,0.0058741746
731,0.02594109
732,0.012376471
733,0.019023338
734,0.021659914
735,0.034094524
736,0.025110047
737,0.021790681
738,0.01086926
739,0.031453513
740,0.010161168
741,0.01311942
742,0.010248583
743,0.008648933
744,0.011179119
745,0.008742961
746,0.0068193176
747,0.018745093
748,0.016149841
749,0.010372494
750,0.032035638
751,0.010272243
752,0.009371226
753,0.01073069
754,0.018217055
755,0.0166322
756,0.013397327
757,0.01027279
758,0.026264826
759,0.012363043
760,-0.0031509239
761,0.014085333
762,-0.019065639
763,-0.0034976897
764,0.020240337
765,0.0025689872
766,0.016113328
767,0.011276649
768,0.012761823
769,0.011709084
770,0.02154361
771,-0.004276051
772,0.012082573
773,0.0010283099
774,0.0020226713
775,0.00044109754
776,-0.0010646478
777,-0.0068296012
778,-0.0056395275
779,0.007893336
780,0.010598913
781,0.01804174
782,-0.00085001835
783,0.0153256785
784,-0.0013123786
785,0.0008385976
786,0.001839307
787,0.0067111817
788,0.008748026
789,0.007620641
790,-0.0044614086
791,0.015775692
792,0.013510858
793,-0.0020031095
794,0.013714896
795,-0.017917825
796,-0.0023498745
797,0.026187811
798,0.0037167997
799,0.031957917
800,0.00836477
801,0.02428625
802,0.013110525
803,0.022691427
804,0.0038021558
805,0.005366044
806,0.0021761244
807,0.003170488
808,0.0015889098
809,8.31661e-05
810,-0.0045385165
811,-0.005027996
812,0.011678748
813,0.0152600305
814,0.029707227
815,0.000995735
816,0.016829181
817,-0.0060003325
818,0.001986412
819,0.0029871208
820,0.007858996
821,0.0064649438
822,0.009497206
823,-0.0033135975
824,0.016560994
825,0.012378296
826,-0.0017797152
827,0.0061459253
828,0.009932311
829,-0.003918062
830,0.016839249
831,0.0025842397
832,0.024846094
833,0.017704545
834,0.015470432
835,0.016082402
836,0.011998444
837,0.0010770289
838,0.006133173
839,0.00036893727
840,0.0033271913
841,0.00045635013
842,-0.0011433013
843,0.0014306861
844,-0.001585554
845,-0.0018817161
846,0.010599484
847,0.010308291
848,0.00058026414
849,0.014137416
850,0.0032329687
851,-0.00042100568
852,0.0009384594
853,0.007879973
854,-0.0023084106
855,0.0062754108
856,0.0004805575
857,0.013872895
858,0.020561546
859,0.0050848643
860,0.023008654
861,-0.0108671365
862,0.004700816
863,0.043969296
864,0.010767484
865,0.028938321
866,0.019250616
867,0.032769673
868,0.040878166
869,0.029742105
870,0.015907396
871,0.012416729
872,0.008817119
873,0.010221167
874,0.008639595
875,0.007133856
876,0.0025121695
877,0.0015981006
878,0.018729439
879,0.022310715
880,0.032040574
881,0.0086336695
882,0.018797265
883,0.006560957
884,0.009037097
885,0.010037805
886,0.014909675
887,0.016946528
888,0.013877578
889,-0.00093353837
890,0.029767362
891,0.016338201
892,0.0021801887
893,0.010174891
894,0.013892214
895,4.1839474e-05
896,0.022911232
897,0.0065441444
898,0.014283817
899,0.021664452
900,0.024806885
901,0.033356972
902,0.01595835
903,0.005036934
904,0.01009307
905,0.004328841
906,0.007287095
907,0.004416254
908,0.002816599
909,0.005390591
910,-0.0029748804
911,0.002078186
912,0.014559384
913,0.016532198
914,0.005127416
915,0.012017443
916,0.007192871
917,0.003538898
918,0.0048983637
919,0.011839873
920,0.010799868
921,0.007565003
922,0.0044404594
923,0.016850794
924,0.006572542
925,-0.0075854743
926,0.00076420885
927,-0.049287982
928,-0.009723829
929,-0.034330707
930,-0.0032215186
931,-0.020352164
932,-0.019708898
933,-0.0048034578
934,-0.027791997
935,0.006192687
936,-0.0038667168
937,0.000327411
938,-0.005436822
939,-0.0021798732
940,-0.005349411
941,-0.0069490676
942,-0.004375076
943,-0.008624799
944,-0.0076874793
945,0.0047937296
946,0.006766538
947,-0.0045298766
948,0.0027699757
949,-0.0028152266
950,-0.0062267655
951,-0.0048673004
952,0.004318108
953,0.0010342085
954,-0.0022006622
955,-0.005325205
956,0.0012486918
957,0.019527901
958,0.0045828694
959,0.010566414
960,0.017621329
961,0.003667164
962,0.03869494
963,0.009587573
964,0.036648523
965,0.046115667
966,0.0527191
967,0.04547831
968,0.020147674
969,0.009573777
970,0.009060402
971,0.0072200564
972,0.013052474
973,0.0074452823
974,0.0067134597
975,0.0038566694
976,-0.0026881685
977,-0.006922909
978,0.017581074
979,0.019814063
980,0.0077083935
981,0.007486806
982,0.012389153
983,0.006728594
984,0.008088061
985,0.01611993
986,0.012184868
987,3.714601e-06
988,0.0054671913
989,0.006725568
990,0.02027215
991,0.0061141327
992,0.014143006
993,0.031092228
994,0.003975784
995,0.022358485
996,0.010331822
997,0.029786192
998,0.029917106
999,0.029904423
1000,0.037092883
1001,0.01989229
1002,0.022651521
1003,0.009804651
1004,0.008262782
1005,0.011519728
1006,0.008189528
1007,0.0067505427
1008,0.00932453
1009,0.0037566214
1010,0.004326838
1011,0.022309113
1012,0.009382279
1013,0.0091697285
1014,0.013513798
1015,0.020162232
1016,0.007472842
1017,0.008832307
1018,0.01641447
1019,0.015510467
1020,0.010998092
1021,0.0062114396
1022,0.011169877
1023,0.01067218
1024,-0.0042728498
1025,0.0017107
1026,0.025148647
1027,-0.0027950155
1028,0.029839244
1029,0.0007318593
1030,0.033014607
1031,0.037259948
1032,0.04569624
1033,0.036622595
1034,0.011291963
1035,0.023850719
1036,0.00020468798
1037,-0.0016356629
1038,0.004196761
1039,-0.0014104367
1040,-0.0021422557
1041,-0.004999049
1042,-0.012092669
1043,-0.015235897
1044,0.008725359
1045,0.0109583475
1046,0.0012462114
1047,0.0024614313
1048,0.009248092
1049,-0.002127126
1050,-0.00076766056
1051,0.0095242215
1052,0.0081653185
1053,-0.005294739
1054,-0.004418305
1055,-0.0026311427
1056,0.02260504
1057,0.006971032
1058,0.013643553
1059,0.0370815
1060,0.005270326
1061,0.04177207
1062,0.012664709
1063,0.044947453
1064,0.051419508
1065,0.046694126
1066,0.04927574
1067,0.023224814
1068,0.035783555
1069,0.012768789
1070,0.010297193
1071,0.02482002
1072,0.010522419
1073,0.009790598
1074,0.006933812
1075,-0.0005928262
1076,-0.0041659437
1077,0.027481066
1078,0.0228912
1079,0.00931155
1080,0.017226972
1081,0.021805411
1082,0.0098057315
1083,0.011165196
1084,0.021457074
1085,0.0152620105
1086,0.0021253037
1087,0.0075145513
1088,0.0019994902
1089,0.020067904
1090,0.004433901
1091,0.01547801
1092,0.03088799
1093,0.0035326327
1094,0.026263496
1095,0.010127578
1096,0.027922522
1097,0.029354567
1098,0.021888288
1099,0.02687836
1100,0.017255694
1101,0.024788806
1102,0.009421414
1103,0.007760066
1104,0.01195962
1105,0.007985291
1106,0.006546307
1107,0.009120288
1108,0.002570585
1109,0.0057847872
1110,0.024943933
1111,0.019610869
1112,0.008726577
1113,0.014335185
1114,0.021203369
1115,0.007268604
1116,0.008628066
1117,0.010197472
1118,0.013317707
1119,0.010192884
1120,0.0049774186
1121,0.0056368657
1122,0.011145613
1123,-0.0044883923
1124,0.003692179
1125,0.025622083
1126,-0.004954033
1127,0.028013866
1128,0.0012052929
1129,0.033488035
1130,0.040414974
1131,0.040736735
1132,0.036797047
1133,0.011765391
1134,0.024888389
1135,0.00067676697
1136,-0.001162229
1137,0.004670196
1138,-0.0009370042
1139,-0.0016688221
1140,-0.0043750675
1141,-0.012052255
1142,-0.0130338995
1143,0.0021170755
1144,0.011561362
1145,-0.0009128043
1146,0.008205608
1147,0.010345977
1148,-0.00165369
1149,-0.00029422616
1150,-0.0021196746
1151,0.0016670892
1152,-0.0121869715
1153,-0.004278654
1154,-0.00916691
1155,0.0137743745
1156,-0.0021274968
1157,0.009153281
1158,0.012014511
1159,-0.0038157804
1160,0.01693424
1161,0.0038340539
1162,0.016219351
1163,0.027206408
1164,0.019806575
1165,0.029378543
1166,0.013394519
1167,0.015314821
1168,0.003484525
1169,0.0017650133
1170,0.005021962
1171,0.001691759
1172,0.00025277492
1173,0.0029773058
1174,-0.003722946
1175,0.0069888476
1176,0.004235818
1177,0.016154196
1178,0.0024330462
1179,0.011004575
1180,0.010259402
1181,0.0009750701
1182,0.0012796525
1183,0.001869539
1184,0.009012697
1185,0.0038993615
1186,-0.001649897
1187,-0.0012801187
1188,0.025747498
1189,0.009594827
1190,0.03210626
1191,0.007429768
1192,0.008592968
1193,0.031843886
1194,0.015807172
1195,0.043797377
1196,0.045763135
1197,0.027107464
1198,0.02695898
1199,0.042176004
1200,0.025483213
1201,0.04340943
1202,0.014850762
1203,0.018809002
1204,0.013664878
1205,0.0134352865
1206,0.002980085
1207,0.015821004
1208,0.027968604
1209,0.02235175
1210,0.03235605
1211,0.013689074
1212,0.021684825
1213,0.018732404
1214,0.014223046
1215,0.014168875
1216,0.021023814
1217,0.022034885
1218,0.018069299
1219,0.0025708152
1220,0.04306388
1221,0.021636253
1222,0.0049473634
1223,0.021269735
1224,0.02566836
1225,0.0040460946
1226,0.0430441
1227,0.011695926
1228,0.026107721
1229,0.04638516
1230,0.033059906
1231,0.034449007
1232,0.038232636
1233,0.02590863
1234,0.033297535
1235,0.009328407
1236,0.013315371
1237,0.009553634
1238,0.008114649
1239,0.0039496734
1240,0.003047949
1241,0.014284206
1242,0.019689426
1243,0.023365036
1244,0.009577833
1245,0.017080683
1246,0.018981997
1247,0.008836946
1248,0.009141529
1249,0.016912566
1250,0.019357154
1251,0.011761231
1252,0.0062119816
1253,0.034596264
1254,0.019454982
1255,0.0027660949
1256,0.017556977
1257,0.025607362
1258,0.0018648264
1259,0.029022893
1260,0.009514659
1261,0.022627108
1262,0.035093706
1263,0.026264323
1264,0.04008521
1265,0.020266663
1266,0.026298558
1267,0.027653703
1268,0.007147143
1269,0.011134107
1270,0.007372368
1271,0.005933381
1272,0.0056804144
1273,0.0019576605
1274,0.012215389
1275,0.016830135
1276,0.021183766
1277,0.008113657
1278,0.013772626
1279,0.017321646
1280,0.006655682
1281,0.006960262
1282,0.014047392
1283,0.017175887
1284,0.009579965
1285,0.0040307096
1286,0.021658424
1287,0.015133299
1288,-0.0015555901
1289,0.0076421597
1290,0.029226994
1291,-0.0020212312
1292,0.03430035
1293,0.0051929792
1294,0.04012438
1295,0.04696765
1296,0.045957245
1297,0.034598816
1298,0.0148873115
1299,0.03043451
1300,0.01776059
1301,0.0028254574
1302,0.008445281
1303,0.003050681
1304,0.0023188593
1305,-0.0005514992
1306,-0.008064569
1307,-0.011936005
1308,0.013186475
1309,0.017605286
1310,0.0030748802
1311,0.009805592
1312,0.013792404
1313,0.002333995
1314,0.0026385759
1315,0.01040962
1316,0.0101258755
1317,-0.005139238
1318,-0.00029097236
1319,0.0068995645
1320,0.019705681
1321,0.0030167939
1322,0.019339167
1323,0.023737786
1324,0.002115525
1325,0.041113537
1326,0.009765357
1327,0.029255409
1328,0.04074469
1329,0.033447336
1330,0.038786378
1331,0.023373509
1332,0.027444715
1333,0.022332976
1334,0.007397842
1335,0.011384804
1336,0.007623067
1337,0.007185738
1338,0.005013952
1339,0.0011173814
1340,0.009229184
1341,0.017758852
1342,0.021434465
1343,0.007647266
1344,0.013885076
1345,0.015774453
1346,0.00690638
1347,0.00721096
1348,0.015825095
1349,0.017426584
1350,0.009830662
1351,0.00499951
1352,0.015672993
1353,0.0044886786
1354,-0.010834961
1355,0.0044347364
1356,-0.05204672
1357,-0.012665857
1358,-0.03788449
1359,-0.005451646
1360,-0.024872104
1361,-0.039033026
1362,-0.01600041
1363,-0.023116555
1364,-0.00057214615
1365,-0.0031949186
1366,0.0034894345
1367,-0.0059098215
1368,-0.002449826
1369,-0.0075939447
1370,-0.006821883
1371,-0.0048561376
1372,-0.00046808802
1373,0.0035853272
1374,0.0010929308
1375,0.0069606686
1376,-0.0048192237
1377,-0.0008390265
1378,-0.0023892187
1379,-0.0062314556
1380,-0.0070899464
1381,0.0006081074
1382,0.0007760682
1383,-0.0023455576
1384,-0.0047520273
1385,-0.0006699393
1386,0.023982536
1387,0.0023322832
1388,0.020545283
1389,0.02613279
1390,0.004449051
1391,0.029256286
1392,0.014042219
1393,0.026681682
1394,0.042220805
1395,0.039234422
1396,0.0373364
1397,0.027226573
1398,0.02903717
1399,0.01654547
1400,0.011973176
1401,0.015230123
1402,0.011899927
1403,0.011462598
1404,0.015225245
1405,0.011454952
1406,0.014072559
1407,0.018481644
1408,0.028380657
1409,0.013353025
1410,0.021212736
1411,0.020163901
1412,0.01198755
1413,0.011487819
1414,0.01971749
1415,0.021556458
1416,0.014107521
1417,0.006755181
1418,0.008749628
1419,0.04110868
1420,0.0048751393
1421,0.048029605
1422,0.03308793
1423,0.0052494556
1424,0.058418836
1425,0.031168362
1426,0.041362677
1427,0.077129684
1428,0.06124071
1429,0.061053317
1430,0.03870545
1431,0.039743025
1432,0.06996419
1433,0.029299073
1434,0.032787807
1435,0.029026069
1436,0.028588753
1437,0.017058628
1438,0.025510967
1439,0.03481252
1440,0.036117807
1441,0.04485578
1442,0.030479172
1443,0.041553654
1444,0.03343241
1445,0.029113693
1446,0.026625019
1447,0.038468067
1448,0.04324003
1449,0.029592978
1450,0.016638653
1451,0.09376873
1452,0.033563994
1453,0.0073779374
1454,0.03741418
1455,0.026275072
1456,0.009007875
1457,0.04676488
1458,0.022892935
1459,0.03426213
1460,0.061497282
1461,0.04313902
1462,0.037198253
1463,0.03027513
1464,0.0295137
1465,0.062914945
1466,0.019527875
1467,0.024811575
1468,0.02148137
1469,0.021044051
1470,0.013244482
1471,0.01905725
1472,0.027834343
1473,0.02249296
1474,0.03796212
1475,0.022934478
1476,0.039780658
1477,0.02919684
1478,0.021568999
1479,0.019080322
1480,0.031581275
1481,0.03554835
1482,0.02204827
1483,0.01585817
1484,0.09436897
1485,0.025655782
1486,-0.0009115058
1487,0.030228455
1488,0.018366862
1489,0.0010996688
1490,0.043898143
1491,0.0049201665
1492,0.032016948
1493,0.0500803
1494,0.0417835
1495,0.026191143
1496,0.022828756
1497,0.022071347
1498,0.046670303
1499,0.013646421
1500,0.01052466
1501,0.012514814
1502,0.010922516
1503,-0.00022969968
1504,0.012343962
1505,0.01942695
1506,0.013943476
1507,0.030053902
1508,0.008884158
1509,0.037447438
1510,0.024166096
1511,0.010470794
1512,0.011172121
1513,0.02458331
1514,0.023954816
1515,0.007661713
1516,0.007949964
1517,0.0665933
1518,0.028421978
1519,0.0018546907
1520,0.03299465
1521,0.021133056
1522,0.0038658658
1523,0.046664342
1524,0.0076863626
1525,0.033886984
1526,0.0528465
1527,0.0445497
1528,0.034341704
1529,0.02559495
1530,0.024480224
1531,0.052319944
1532,0.016412614
1533,0.01720455
1534,0.01366794
1535,0.013688713
1536,0.0025364973
1537,0.015110157
1538,0.03015126
1539,0.016709665
1540,0.032820094
1541,0.011650355
1542,0.032599587
1543,0.02693229
1544,0.013236989
1545,0.013938317
1546,0.027349507
1547,0.031269006
1548,0.01340143
1549,0.0123076085
1550,0.075911835
1551,0.02114034
1552,-0.0054269442
1553,0.025713017
1554,0.01562267
1555,-0.003415768
1556,0.03938271
1557,0.0010134537
1558,0.027828874
1559,0.045564875
1560,0.037268057
1561,0.018566737
1562,0.018313298
1563,0.020311365
1564,0.046242453
1565,0.009130989
